10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,110,0,0,1,0,0,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,100,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,100,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
