17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,110,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,100,1,0,0,0,0
0,0,1,1,0,0,0,0,1,0,0,0,1,100,1,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,100,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,100,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
