1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000
