7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,110,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,100,0,1,0
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,100,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,100,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
