5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,110,1,0,0,0,0,0,1,0,1
0,0,0,0,0,0,1,20,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,100,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,100,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000
