1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,100,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,110,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000
