12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
